codigos;aplicacao/kernel;blocks;threads;Num. of Registers;shared mem. usage(B);Duration(min)(ms);Duration(max)(ms);Duration(Avg)(ms);invocations;inst_per_warp(Avg);branch_efficiency(Avg)%;warp_execution_efficiency(Avg)%;warp_nonpred_execution_efficiency(Avg)%;inst_replay_overhead(Avg);shared_load_transactions_per_request(Avg);shared_store_transactions_per_request(Avg);local_load_transactions_per_request(Avg);local_store_transactions_per_request(Avg);gld_transactions_per_request(Avg);gst_transactions_per_request(Avg);shared_store_transactions(Avg);shared_load_transactions(Avg);local_load_transactions(Avg);local_store_transactions(Avg);gld_transactions(Avg);gst_transactions(Avg);sysmem_read_transactions(Avg);sysmem_write_transactions(Avg);l2_read_transactions(Avg);l2_write_transactions(Avg);global_hit_rate(Avg)%;local_hit_rate(Avg)%;gld_requested_throughput(Avg)B/s;gst_requested_throughput(Avg)B/s;gld_throughput(Avg)B/s;gst_throughput(Avg)B/s;local_memory_overhead(Avg)%;tex_cache_hit_rate(Avg)%;l2_tex_read_hit_rate(Avg)%;l2_tex_write_hit_rate(Avg)%;tex_cache_throughput(Avg)B/s;l2_tex_read_throughput(Avg)B/s;l2_tex_write_throughput(Avg)B/s;l2_read_throughput(Avg)B/s;l2_write_throughput(Avg)B/s;sysmem_read_throughput(Avg)B/s;sysmem_write_throughput(Avg)B/s;local_load_throughput(Avg)B/s;local_store_throughput(Avg)B/s;shared_load_throughput(Avg)B/s;shared_store_throughput(Avg)B/s;gld_efficiency(Avg)%;gst_efficiency(Avg)%;tex_cache_transactions(Avg);flop_count_dp(Avg);flop_count_dp_add(Avg);flop_count_dp_fma(Avg);flop_count_dp_mul(Avg);flop_count_sp(Avg);flop_count_sp_add(Avg);flop_count_sp_fma(Avg);flop_count_sp_mul(Avg);flop_count_sp_special(Avg);inst_executed(Avg);inst_issued(Avg);sysmem_utilization(Avg);stall_inst_fetch(Avg)%;stall_exec_dependency(Avg)%;stall_memory_dependency(Avg)%;stall_texture(Avg)%;stall_sync(Avg)%;stall_other(Avg)%;stall_constant_memory_dependency(Avg)%;stall_pipe_busy(Avg)%;shared_efficiency(Avg)%;inst_fp_32(Avg);inst_fp_64(Avg);inst_integer(Avg);inst_bit_convert(Avg);inst_control(Avg);inst_compute_ld_st(Avg);inst_misc(Avg);inst_inter_thread_communication(Avg);issue_slots(Avg);cf_issued(Avg);cf_executed(Avg);ldst_issued(Avg);ldst_executed(Avg);atomic_transactions(Avg);atomic_transactions_per_request(Avg);l2_atomic_throughput(Avg)B/s;l2_atomic_transactions(Avg);l2_tex_read_transactions(Avg);stall_memory_throttle(Avg)%;stall_not_selected(Avg)%;l2_tex_write_transactions(Avg);flop_count_hp(Avg);flop_count_hp_add(Avg);flop_count_hp_mul(Avg);flop_count_hp_fma(Avg);inst_fp_16(Avg);sysmem_read_utilization(Avg);sysmem_write_utilization(Avg);sm_efficiency(Avg)%;achieved_occupancy(Avg);ipc(Avg);issued_ipc(Avg);issue_slot_utilization(Avg)%;eligible_warps_per_cycle(Avg);tex_utilization(Avg);l2_utilization(Avg);shared_utilization(Avg);ldst_fu_utilization(Avg);cf_fu_utilization(Avg);special_fu_utilization(Avg);tex_fu_utilization(Avg);single_precision_fu_utilization(Avg);double_precision_fu_utilization(Avg);flop_hp_efficiency(Avg)%;flop_sp_efficiency(Avg)%;flop_dp_efficiency(Avg)%;dram_read_transactions(Avg);dram_write_transactions(Avg);dram_read_throughput(Avg)B/s;dram_write_throughput(Avg)B/s;dram_utilization(Avg);half_precision_fu_utilization(Avg);ecc_transactions(Avg);ecc_throughput(Avg)B/s;time_percentage
R_J7;hybridsort  bucketcountfloat*, int*, unsigned int*, int;123.0;32.0;14.0;4000.0;0.13559;0.1362;0.1358625;4.0;10708.0;91.01;95.99;94.75;0.000253;2.614085;2.490191;0.0;0.0;8.0;4.0;63846.0;123756.0;0.0;0.0;125000.0;78244.0;0.0;5.0;71677.0;78257.0;50.00; 0.00;11958000000.0;14970000000.0;11958000000.0;14970000000.0; 0.00;96.43;15.62; 0.00;227390000000.0;13526000000.0;14970000000.0;13714000000.0;14973000000.0;0.0;979600.0;0.0;0.0;94712000000.0;48862000000.0; 100.00; 100.00;1188484.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1317109.0;1317454.0;  1; 4.29;22.65;69.57; 0.00; 0.02; 3.03; 0.20; 0.21;29.56;5000000.0;0.0;14454760.0;0.0;1767258.0;7404238.0;11307008.0;0.0;1297646.0;83512.0;83512.0;1340324.0;249530.0;0.0;0.0;0.0;0.0;70698.0; 0.00; 0.02;78244.0;0.0;0.0;0.0;0.0;0.0; 0;  1;96.51;0.068271;0.190347;0.190226; 4.68;0.188455;  1;  1;  1;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;61509.0;72635.0;11768000000.0;13897000000.0;  1; 0;0.0;0.0;21.347027
R_K1;kmeans_819200  invert_mappingfloat*, float*, int, int;3249.0;256.0;17.0;0.0;3.5922;3.5922;3.5922;1.0;258.214528; 100.00; 100.00;96.95;0.001708;0.0;0.0;0.0;0.0;32.0;3.885714;0.0;0.0;0.0;0.0;27852800.0;3481600.0;0.0;5.0;27966738.0;3481613.0; 0.00; 0.00;28670000000.0;28670000000.0;229360000000.0;28670000000.0; 0.00;10.00; 2.50; 0.00;28670000000.0;229360000000.0;28670000000.0;230300000000.0;28670000000.0;0.0;43173.0;0.0;0.0;0.0;0.0;12.50; 100.00;3481600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6711512.0;6722977.0;  1; 0.06;22.30;76.48; 0.18; 0.00; 0.52; 0.01; 0.00; 0.00;0.0;0.0;129496320.0;0.0;7385344.0;55705600.0;15627520.0;0.0;6464510.0;358792.0;358792.0;7015184.0;1818384.0;0.0;0.0;0.0;0.0;27852800.0; 0.44; 0.00;3481600.0;0.0;0.0;0.0;0.0;0.0; 0;  1;99.52;0.916672;0.042955;0.043028; 1.03;0.04375;  1;  2; 0;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;27207054.0;3507562.0;224040000000.0;28884000000.0;  6; 0;0.0;0.0;53.06761
R_K2;kmeans_819200  kmeansPointfloat*, int, int, int, int*, float*, float*, int*;3249.0;256.0;19.0;0.0;1.5875;1.5894;1.58845;2.0;1291.5; 100.00; 100.00;95.96;0.000247;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;102400.0;0.0;5.0;17472577.0;102413.0; 0.00; 0.00;0.0;1916300000.0;0.0;1916300000.0; 0.00;50.29; 0.19; 0.00;655370000000.0;325770000000.0;1916300000.0;326980000000.0;1916500000.0;0.0;98112.0;0.0;0.0;0.0;0.0; 0.00; 100.00;35020800.0;0.0;0.0;0.0;0.0;417792000.0;139264000.0;139264000.0;0.0;0.0;33569440.0;33577317.0;  1; 0.70; 2.03;72.20; 3.47; 0.00;21.17; 0.02; 0.02; 0.00;282624000.0;0.0;361417728.0;0.0;34444032.0;280166400.0;72152320.0;0.0;30911549.0;6273176.0;6273176.0;39681176.0;8961176.0;0.0;0.0;0.0;0.0;17408000.0; 0.22; 0.17;102400.0;0.0;0.0;0.0;0.0;0.0; 0;  1;99.12;0.963738;0.489065;0.46468;10.69;0.528921;  3;  2; 0;  1;  1; 0;  3;  1; 0; 0.00; 2.24; 0.00;17397433.0;138208.0;325570000000.0;2586400000.0; 8; 0;0.0;0.0;46.93238
R_L1;lavaMD_20  kernel_gpu_cudapar_str, dim_str, box_str*, FOUR_VECTOR*, double*, FOUR_VECTOR*;8000.0;128.0;56.0;7031.3003;410.15;410.15;410.15;1.0;116030.0; 100.00;78.27;78.16;0.000113;1.701987;5.377679;0.0;0.0;18.169933;25.0;12935168.0;401150272.0;0.0;0.0;173075440.0;78044800.0;0.0;6053.0;172927414.0;78044813.0; 3.78; 0.00;3301500000.0;1431600000.0;12241000000.0;5726300000.0; 0.13; 2.60;97.10; 100.00;4064500000.0;12219000000.0;5726300000.0;12688000000.0;5726300000.0;0.0;465690.0;0.0;0.0;117730000000.0;3796300000.0;26.97;25.00;55396248.0;1.0146e+11;13659000000.0;39022000000.0;9756624000.0;0.0;0.0;0.0;0.0;0.0;3712982240.0;3713401479.0;  1; 0.53;92.23; 0.12; 0.00; 0.80; 6.31; 0.00; 0.00; 149.94;1951120000.0;62438000000.0;6987425504.0;1951120000.0;5067477280.0;6279845472.0;8194787488.0;0.0;3547754479.0;206390272.0;206390272.0;292201328.0;253185152.0;0.0;0.0;620410.0;16128.0;166540744.0; 0.00; 0.01;78044800.0;0.0;0.0;0.0;0.0;0.0; 0;  1;99.47;0.56104;0.176252;0.176275; 4.21;0.170348;  1;  1;  1;  1;  1; 0;  1;  1; 10; 0.00; 0.00;59.91;11208697.0;830976.0;842140000.0;62434000.0;  1; 0;0.0;0.0;100.0
R_M2;leukocyte_10  IMGVF_kernelfloat**, float**, int*, int*, float, float, float, int, float;36.0;320.0;59.0;14227.0;7.5106;8.3444;7.8491807;10.0;893670.0; 100.00;99.68;97.02;2.9e-05;0.890357;0.748179;0.0;0.0;9.470648;4.844483;1396204.0;6661356.0;0.0;4889.0;6039470.0;17895.0;75.0;5.0;3218387.0;17909.0;48.85; 0.00;9606400000.0;57104000.0;11767000000.0;69320000.0; 0.00;48.85; 100.00; 100.00;9658600000.0;11687000000.0;69320000.0;12175000000.0;69377000.0;300670.0;19832.0;0.0;18941000.0;100800000000.0;21127000000.0;81.66;82.38;2553250.0;423629289.0;0.0;201728233.0;20172823.0;4940724027.0;1070854967.0;1510544197.0;848745423.0;281396306.0;321719552.0;321739608.0;  1; 8.71;78.44; 0.03; 0.00; 9.40; 0.61; 0.01; 0.52;97.06;4185965923.0;221455330.0;2473406505.0;507309805.0;1337242008.0;270716107.0;962263223.0;0.0;278215403.0;47301819.0;47301819.0;13260976.0;11337415.0;0.0;0.0;0.0;0.0;3089351.0; 0.00; 2.27;17895.0;0.0;0.0;0.0;0.0;0.0; 0;  1;68.13;0.203169;1.166621;1.165055;25.19;1.278509;  1;  1;  1;  1;  1;  1;  1;  3; 7; 0.00; 4.79;13.14;135274.0;1634.0;524010000.0;6331100.0;  1; 0;0.0;0.0;98.40578
R_N1;lud_2048  lud_diagonalfloat*, int, int;1.0;16.0;48.0;1000.0;0.0152010005;0.016833;0.016027458;128.0;2776.0; 100.00;22.99;22.33;0.001103;1.494118;1.984375;0.0;0.0;4.0;2.0;508.0;762.0;0.0;0.0;64.0;30.0;0.0;5.0;498.0;43.0;50.00; 0.00;61237000.0;57410000.0;61237000.0;57410000.0; 0.00;50.00;10.79; 100.00;61237000.0;61237000.0;57410000.0;954050000.0;82766000.0;0.0;9568200.0;0.0;0.0;5696100000.0;3797400000.0; 100.00; 100.00;32.0;0.0;0.0;0.0;0.0;2600.0;0.0;1240.0;120.0;120.0;2776.0;2779.0;  1;20.70;69.14; 0.66; 0.01; 3.36; 3.11; 2.76; 0.08;11.56;1480.0;0.0;8232.0;0.0;2455.0;5192.0;2475.0;0.0;2224.0;375.0;375.0;860.0;829.0;0.0;0.0;0.0;0.0;32.0; 0.19; 0.00;30.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 3.03;0.015625;0.125414;0.126028; 2.52;0.100746;  1;  1;  1;  1;  1;  1;  1;  1; 0; 0.00; 0.00; 0.00;302.0;17.0;579820000.0;32682000.000000004;  1; 0;0.0;0.0;23.189917
R_N2;lud_2048  lud_perimeterfloat*, int, int;127.0;32.0;48.0;3000.0;0.005952;0.011361;0.008315364;127.0;935.0;66.67;50.70;50.53;0.002156;1.52514;1.537313;0.0;0.0;4.0;2.0;6592.0;17472.0;0.0;0.0;12288.0;3968.0;0.0;5.0;8285.0;3981.0;50.00; 0.00;16329999999.999998;10547000000.0;16329999999.999998;10547000000.0; 0.00;50.00;46.47; 100.00;16329999999.999998;16329999999.999998;10547000000.0;22022000000.0;10582000000.0;0.0;13609000.0;0.0;0.0;185760000000.0;70084000000.0; 100.00; 100.00;6144.0;0.0;0.0;0.0;0.0;507904.0;0.0;245760.0;16384.0;16384.0;59840.0;59969.0;  1;76.39;11.16; 2.87; 0.00; 0.60; 3.85; 4.30; 0.35;52.93;278528.0;0.0;276480.0;0.0;13312.0;332800.0;66560.0;0.0;43393.0;704.0;704.0;26112.0;21056.0;0.0;0.0;0.0;0.0;6144.0; 0.47; 0.01;3968.0;0.0;0.0;0.0;0.0;0.0; 0;  1;69.11;0.037196;0.15717;0.156783; 2.84;0.114039;  1;  1;  1;  1;  1;  1;  1;  1; 0; 0.00; 0.38; 0.00;4245.0;3241.0;11285000000.0;8616300000.0;  1; 0;0.0;0.0;11.937395
R_N3;lud_2048  lud_internalfloat*, int, int;16129.0;256.0;22.0;2000.0;0.00128;0.12992999;0.045189086;127.0;76.0; 100.00; 100.00; 100.00;0.005441;1.2;1.0;0.0;0.0;8.0;4.0;87040.0;1044480.0;0.0;0.0;1044480.0;174080.0;0.0;5.0;523001.0;174093.0;50.00; 0.00;357650000000.0;119220000000.0;357650000000.0;119220000000.0; 0.00;50.00;72.69; 100.00;357650000000.0;357650000000.0;119220000000.0;358180000000.0;119230000000.0;0.0;3506400.0;0.0;0.0;2861200000000.0;238440000000.0; 100.00; 100.00;522240.0;0.0;0.0;0.0;0.0;45957120.0;1392640.0;22282240.0;0.0;0.0;3307520.0;3310577.0;  1; 3.85;36.63;31.67; 0.00; 7.71;10.47; 5.09; 1.52; 130.77;23674880.0;0.0;36208640.0;0.0;1392640.0;36208640.0;8355840.0;0.0;2657777.0;43520.0;43520.0;1871360.0;1349120.0;0.0;0.0;0.0;0.0;522240.0; 1.35; 1.72;174080.0;0.0;0.0;0.0;0.0;0.0; 0;  1;80.10;0.810807;1.808623;1.816273;36.48;2.339736;  1;  2;  5;  3;  1; 0;  2;  2; 0; 0.00; 8.32; 0.00;175773.0;173079.0;120380000000.0;118530000000.0;  4; 0;0.0;0.0;64.87268
R_O1;mummergpu  mummergpuKernelvoid*, char*, char*, int const *, int const *, int, int;9766.0;256.0;23.0;0.0;843.66;843.66;843.66;1.0;40540.0;80.47;37.01;34.32;0.000116;0.0;0.0;0.0;0.0;9.483054;8.117128;0.0;0.0;570208.0;459524.0;1032093170.0;202813296.0;13195.0;10169.0;2013646722.0;203720291.0; 0.15;48.49;1166200000.0;1793600000.0;36512000000.0;7185500000.0; 0.05; 0.66; 4.70; 0.15;34189000000.0;70854000000.0;7200700000.0;71342000000.0;7217700000.0;490200.0;377780.0;20687000.0;16671000.0;0.0;0.0; 3.19;24.96;964980598.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3294654100.0;3295036357.0;  1; 0.24; 1.85;96.42; 0.00; 0.00; 1.44; 0.00; 0.02; 0.00;0.0;0.0;23613000000.0;1977022836.0;3180857485.0;2229327243.0;5186622120.0;0.0;2898424708.0;450891182.0;450891182.0;791063740.0;192574021.0;25058.0;0.0;776070.0;41780.0;1999881380.0; 0.00; 0.03;203241416.0;0.0;0.0;0.0;0.0;0.0;  1;  1;99.91;0.900046;0.075714;0.075959; 1.67;0.083309;  1;  1; 0;  1;  1;  1;  1;  1; 0; 0.00; 0.00; 0.00;1924308144.0;207312986.0;68177000000.00001;7344900000.0;  2; 0;0.0;0.0;48.630733
R_O2;mummergpu  printKernelMatchInfo*, int, Alignment*, char*, int const *, int const *, int, int, int, int, int;65535.0;256.0;25.0;0.0;5.1668;74.444;68.551445;13.0;239.185154;99.14;78.86;73.48;0.00104;0.0;0.0;0.0;0.0;16.475777;1.050325;0.0;0.0;0.0;13944.0;57679448.0;468211.0;0.0;5.0;192454199.0;496679.0;12.34; 0.00;3655800000.0;18673000.0;22043000000.0;209130000.0; 0.03; 3.94;10.54;44.25;30075000000.0;83479000000.0;244400000.0;83948000000.0;221850000.0;0.0;2286.1;0.0;6228500.0;0.0;0.0;16.59; 9.04;68948936.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116455501.0;116572906.0;  1; 0.07; 2.80;93.17; 0.14; 0.00; 3.80; 0.00; 0.01; 0.00;0.0;0.0;1559838769.0;206445536.0;273743545.0;251538341.0;445935821.0;0.0;100110641.0;17506236.0;17506236.0;51005973.0;9822913.0;389.0;0.0;155120.0;678.0;191378917.0; 0.00; 0.00;547175.0;0.0;0.0;0.0;0.0;0.0; 0;  1;99.92;0.746648;0.032948;0.032975; 0.71;0.030444;  1;  1; 0;  1;  1;  1;  1;  1; 0; 0.00; 0.00; 0.00;172304200.0;313097.0;75159000000.0;139850000.0;  2; 0;0.0;0.0;51.369263
R_P1;myocyte_10  kernelint, float*, float*, float*, float*;2.0;32.0;90.0;0.0;0.047105998;0.87223;0.052501343;624.0;3716.3; 100.00; 3.42; 3.25;0.005311;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;106.0;94.0;0.0;5.0;3225.0;107.0; 0.00; 0.00;7796400.0;6913700.0;62371000.0;55310000.0; 0.00; 0.00;99.35;99.87;62371000.0;62371000.0;55310000.0;1853400000.0;63126000.0;20276.0;2942000.0;0.0;0.0;0.0;0.0;12.50;12.50;106.0;2281.0;106.0;928.0;317.0;2585.0;558.0;802.0;421.0;207.0;7432.0;7472.0;  1;18.70;73.96; 0.07; 0.08; 0.00; 3.74; 3.29; 0.09; 0.00;2432.0;1422.0;1033.0;267.0;556.0;200.0;1822.0;0.0;7038.0;677.0;677.0;204.0;204.0;0.0;0.0;0.0;0.0;106.0; 0.06; 0.00;94.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 5.20;0.015625;0.063873;0.064055; 1.51;0.060429;  1;  1; 0;  1;  1;  1;  1;  1;  1; 0.00; 0.00; 0.01;1156.0;13.0;680700000.0;7957600.0; 0; 0;0.0;0.0;100.0
R_Q1;nn  euclidlatLong*, float*, int, float, float;168.0;256.0;8.0;0.0;0.003136;0.003136;0.003136;1.0;39.854167; 100.00;99.97;97.47;0.068236;0.0;0.0;0.0;0.0;7.99626;3.998504;0.0;0.0;0.0;0.0;21382.0;5346.0;0.0;5.0;21726.0;5359.0; 0.00; 0.00;111090000000.0;55547000000.0;222190000000.0;55552000000.0; 0.00;16.67; 100.00; 100.00;111100000000.0;222190000000.0;55552000000.0;225760000000.0;55687000000.0;0.0;53203000.0;0.0;0.0;0.0;0.0;50.00;99.99;10692.0;0.0;0.0;0.0;0.0;513168.0;128292.0;128292.0;128292.0;42764.0;53564.0;57256.0;  1; 6.20;10.40;42.58; 0.00; 0.00;11.72;26.36; 0.25; 0.00;427640.0;0.0;643168.0;0.0;171300.0;128292.0;300324.0;0.0;54582.0;6692.0;6692.0;20070.0;8043.0;0.0;0.0;0.0;0.0;21382.0; 1.53; 0.97;5346.0;0.0;0.0;0.0;0.0;0.0; 0;  1;40.61;0.696038;0.520231;0.883144;21.05;1.192976;  1;  1; 0;  1;  1;  1;  2;  2; 0; 0.00; 1.07; 0.00;10659.0;1538.0;110760000000.0;15982000000.0;  3; 0;0.0;0.0;100.0
R_R1;nw_2048  needle_cuda_shared_1int*, int*, int, int, int, int;1.0;16.0;32.0;2128.9001;0.0060799997;0.010687999;0.0067473054;128.0;743.0; 100.00;38.90;37.50;0.004048;3.25;3.1;0.0;0.0;5.157895;2.875;9997.0;29347.0;0.0;0.0;6321.0;2967.0;0.0;5.0;5827.0;2980.0;32.65; 0.00;8353600000.0;7399800000.0;15262000000.0;10637000000.0; 0.00;35.63; 3.33;73.91;8555999999.999999;15262000000.0;10637000000.0;20892000000.0;10685000000.0;0.0;18356000.0;0.0;0.0;420860000000.0;143370000000.0;54.73;69.57;2386.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47923.0;48117.0;  1;19.65;38.11;12.91; 0.00; 7.47;16.73; 4.42; 0.05; 9.35;0.0;0.0;209689.0;0.0;65983.0;152865.0;146544.0;0.0;42376.0;6127.0;6127.0;19027.0;16834.0;0.0;0.0;0.0;0.0;4257.0; 0.65; 0.01;2967.0;0.0;0.0;0.0;0.0;0.0; 0;  1;64.01;0.037345;0.162233;0.160829; 3.54;0.142942;  1;  1;  1;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;4456.0;3509.0;15977000000.0;12580000000.0;  1; 0;0.0;0.0;51.332348
R_R2;nw_2048  needle_cuda_shared_2int*, int*, int, int, int, int;127.0;16.0;32.0;2128.9001;0.005824;0.009664;0.006447418;127.0;750.0; 100.00;39.00;37.49;0.00802;3.25;3.1;0.0;0.0;5.157895;2.875;9920.0;29120.0;0.0;0.0;6272.0;2944.0;0.0;5.0;5696.0;2957.0;32.65; 0.00;8581899999.999999;7602000000.0;15679000000.0;10928000000.0; 0.00;35.63;24.00;74.12;8789800000.0;15679000000.0;10928000000.0;21145000000.0;10977000000.0;0.0;19005000.0;0.0;0.0;432360000000.0;147290000000.0;54.73;69.57;2368.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48000.0;48384.0;  1;20.34;38.47;12.25; 0.00; 7.45;16.19; 4.81; 0.05; 9.35;0.0;0.0;209088.0;0.0;65472.0;151680.0;149632.0;0.0;42624.0;6080.0;6080.0;18880.0;16704.0;0.0;0.0;0.0;0.0;4224.0; 0.43; 0.01;2944.0;0.0;0.0;0.0;0.0;0.0; 0;  1;64.04;0.037147;0.164816;0.168288; 3.71;0.150588;  1;  1;  1;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;3958.0;3285.0;14693000000.0;12196000000.0;  1; 0;0.0;0.0;48.66765
R_S2;particlefilter-float  likelihood_kerneldouble*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*;2.0;512.0;39.0;4000.0;0.15578;0.15744999;0.1562711;9.0;4630.2; 100.00;97.67;97.07;0.001474;1.878049;2.0;0.0;3.90625;13.879599;28.423539;208.0;154.0;0.0;250.0;187430.0;71002.0;0.0;5.0;163900.0;71265.0;13.81; 0.00;8987500000.0;2016200000.0;30652000000.0;13473000000.0; 0.11;10.18; 100.00;99.43;13532000000.0;30652000000.0;13520000000.0;31101000000.0;13523000000.0;0.0;994850.0;0.0;48577000.0;119690000.0;161660000.0;29.32;14.97;71316.0;1443030.0;227022.0;524004.0;168000.0;148000.0;0.0;74000.0;0.0;79000.0;148166.0;148388.0;  1; 1.87;74.30;21.84; 0.00; 0.96; 0.68; 0.27; 0.02;87.91;303000.0;919026.0;1320485.0;773000.0;232816.0;519094.0;535067.0;0.0;140122.0;8266.0;8266.0;65238.0;17182.0;0.0;0.0;0.0;0.0;161536.0; 0.00; 0.06;71252.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 7.01;0.24998;0.321955;0.322346; 7.61;0.314321;  1;  1;  1;  1;  1;  1;  1;  1; 10; 0.00; 0.01; 2.75;1865.0;30.0;362400000.0;5937200.0;  1; 0;0.0;0.0;28.835913
R_S3;particlefilter-float  normalize_weights_kerneldouble*, int, double*, double*, double*, int*;2.0;512.0;23.0;16.0;0.21185;0.21227;0.21193223;9.0;253.125; 100.00;32.26;31.02;0.011934;1.0;0.235294;0.0;0.0;1.169518;1.409006;8.0;64.0;0.0;0.0;1504.0;1502.0;0.0;5.0;3996.0;1515.0; 0.00; 0.00;80732000.0;107530000.0;215520000.0;215240000.0; 0.00; 0.00; 100.00; 100.00;395370000.0;215520000.0;215240000.0;572630000.0;217100000.0;0.0;733700.0;0.0;0.0;36685000.0;4585600.0;37.46;49.96;2759.0;24035.0;1999.0;10015.0;2006.0;4002.0;0.0;2001.0;0.0;2003.0;8100.0;8196.0;  1; 0.36; 2.57; 4.54; 0.00;92.10; 0.17; 0.24; 0.00; 173.96;8007.0;14022.0;18227.0;2003.0;12446.0;7260.0;18429.0;0.0;7651.0;714.0;714.0;3172.0;2642.0;0.0;0.0;0.0;0.0;1504.0; 0.02; 0.00;1502.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 3.57;0.249298;0.025505;0.025758; 0.60;0.024368;  1;  1;  1;  1;  1;  1;  1;  1;  1; 0.00; 0.00; 0.03;1720.0;30.0;246570000.0;4410500.0; 0; 0;0.0;0.0;39.106777
R_S4;particlefilter-float  find_index_kerneldouble*, double*, double*, double*, double*, double*, double*, int;2.0;512.0;10.0;0.0;0.08877201;0.22875;0.17197245;9.0;4508.8; 100.00;94.15;83.78;0.000479;0.0;0.0;0.0;0.0;3.850534;7.8125;0.0;0.0;0.0;0.0;61502.0;500.0;0.0;5.0;18539.0;513.0;73.64; 0.00;720360000.0;84982000.0;2689400000.0;84982000.0; 0.00;73.01; 100.00;88.89;20372000000.0;2689400000.0;84982000.0;3077200000.0;87192000.0;0.0;870210.0;0.0;0.0;0.0;0.0;26.22; 100.00;122738.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;144282.0;144346.0;  1; 2.91;20.40;50.40; 0.00;24.78; 1.01; 0.18; 0.26; 0.00;0.0;478119.0;2410694.0;0.0;482191.0;483119.0;12192.0;0.0;144282.0;31924.0;31924.0;61965.0;16138.0;0.0;0.0;0.0;0.0;16203.0; 0.00; 0.06;500.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 6.14;0.249978;0.323191;0.323539; 8.08;0.333326;  1;  1; 0;  1;  1; 0;  1;  1;  3; 0.00; 0.00; 0.00;2362.0;7.0;401590000.0;1227500.0;  1; 0;0.0;0.0;31.733206
R_T1;particlefilter-naive  kerneldouble*, double*, double*, double*, double*, double*, int;8.0;128.0;10.0;0.0;0.065283;0.22808;0.15436476;9.0;4756.9; 100.00;94.00;83.63;0.000479;0.0;0.0;0.0;0.0;3.849088;7.8125;0.0;0.0;0.0;0.0;65078.0;500.0;0.0;5.0;24673.0;513.0;73.65; 0.00;719830000.0;80620000.0;2693700000.0;80620000.0; 0.00;73.05; 100.00;88.89;20452000000.0;2693700000.0;80620000.0;3885100000.0;82716000.0;0.0;825540.0;0.0;0.0;0.0;0.0;26.16; 100.00;129885.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;152222.0;152292.0;  1; 3.78;26.89;67.51; 0.00; 0.00; 1.25; 0.25; 0.31; 0.00;0.0;506097.0;2550584.0;0.0;508121.0;511097.0;8096.0;0.0;152260.0;33667.0;33667.0;65506.0;17009.0;0.0;0.0;0.0;0.0;17107.0; 0.02; 0.00;500.0;0.0;0.0;0.0;0.0;0.0; 0;  1;19.53;0.05794;0.096633;0.097594; 2.44;0.098609;  1;  1; 0;  1;  1; 0;  1;  1;  1; 0.00; 0.00; 0.00;1786.0;19.0;288050000.0;3206900.0; 0; 0;0.0;0.0;100.0
